trade_num,entry_time,exit_time,exit_reason,applied_sl_pts,actual_pnl,simulated_pnl,savings,regression_active
1135,2025-10-28 13:37:04,2025-10-28 13:40:35,Take Profit 1,15.0,1136.26,1136.26,0.0,False
1136,2025-10-28 13:39:40,2025-10-28 13:41:14,Stop Loss,15.0,-6312.72,-6312.72,0.0,False
1137,2025-10-28 13:39:40,2025-10-28 13:41:14,Stop Loss,10.0,-6312.72,-4208.48,2104.2400000000007,True
1138,2025-10-28 13:39:40,2025-10-28 13:41:14,Stop Loss,5.0,-6312.72,-2104.24,4208.4800000000005,True
1139,2025-10-28 13:37:04,2025-10-28 13:41:35,Trailing Stop,5.0,2542.34,2542.34,0.0,True
1140,2025-10-28 13:37:04,2025-10-28 13:41:35,Trailing Stop,5.0,2542.34,2542.34,0.0,True
1141,2025-10-28 13:37:04,2025-10-28 13:41:35,Trailing Stop,5.0,2542.34,2542.34,0.0,True
1142,2025-10-28 13:41:45,2025-10-28 13:42:43,Take Profit 1,5.0,1607.2,1607.2,0.0,True
1143,2025-10-28 13:41:45,2025-10-28 13:42:43,Take Profit 1,15.0,1607.2,1607.2,0.0,False
1144,2025-10-28 13:41:45,2025-10-28 13:42:43,Take Profit 1,15.0,1607.2,1607.2,0.0,False
1145,2025-10-28 13:42:23,2025-10-28 13:43:46,Stop Loss,15.0,-6272.2,-6272.2,0.0,False
1146,2025-10-28 13:42:23,2025-10-28 13:43:46,Stop Loss,10.0,-6272.2,-4181.466666666666,2090.7333333333336,True
1147,2025-10-28 13:42:23,2025-10-28 13:43:46,Stop Loss,5.0,-6272.2,-2090.733333333333,4181.466666666667,True
1148,2025-10-28 13:41:45,2025-10-28 13:43:50,Take Profit 2,5.0,1813.49,1813.49,0.0,True
1149,2025-10-28 13:41:45,2025-10-28 13:43:50,Take Profit 2,15.0,1813.49,1813.49,0.0,False
1150,2025-10-28 13:41:45,2025-10-28 13:43:50,Take Profit 2,15.0,1813.49,1813.49,0.0,False
1151,2025-10-28 13:41:45,2025-10-28 13:43:56,Take Profit 3,15.0,1675.01,1675.01,0.0,False
1152,2025-10-28 13:41:45,2025-10-28 13:43:56,Take Profit 3,15.0,1675.01,1675.01,0.0,False
1153,2025-10-28 13:41:45,2025-10-28 13:43:56,Take Profit 3,15.0,1675.01,1675.01,0.0,False
1154,2025-10-28 13:41:45,2025-10-28 13:44:23,Take Profit 4,15.0,6756.41,6756.41,0.0,False
1155,2025-10-28 13:41:45,2025-10-28 13:44:23,Take Profit 4,15.0,6756.41,6756.41,0.0,False
1156,2025-10-28 13:41:45,2025-10-28 13:44:23,Take Profit 4,15.0,6756.41,6756.41,0.0,False
1157,2025-10-28 13:44:55,2025-10-28 13:46:00,Take Profit 1,15.0,1142.56,1142.56,0.0,False
1158,2025-10-28 13:44:55,2025-10-28 13:46:00,Take Profit 1,15.0,1142.56,1142.56,0.0,False
1159,2025-10-28 13:44:55,2025-10-28 13:46:00,Take Profit 1,15.0,1142.56,1142.56,0.0,False
1160,2025-10-28 13:44:55,2025-10-28 13:46:02,Take Profit 2,15.0,1878.49,1878.49,0.0,False
1161,2025-10-28 13:44:55,2025-10-28 13:46:02,Take Profit 2,15.0,1878.49,1878.49,0.0,False
1162,2025-10-28 13:44:55,2025-10-28 13:46:02,Take Profit 2,15.0,1878.49,1878.49,0.0,False
1163,2025-10-28 13:44:53,2025-10-28 13:46:05,Stop Loss,15.0,-6934.19,-6934.19,0.0,False
1164,2025-10-28 13:44:53,2025-10-28 13:46:05,Stop Loss,10.0,-6934.19,-4622.793333333333,2311.3966666666665,True
1165,2025-10-28 13:44:53,2025-10-28 13:46:05,Stop Loss,5.0,-6934.19,-2311.3966666666665,4622.793333333333,True
1166,2025-10-28 13:44:55,2025-10-28 13:46:12,Take Profit 3,5.0,1501.39,1501.39,0.0,True
1167,2025-10-28 13:44:55,2025-10-28 13:46:12,Take Profit 3,15.0,1501.39,1501.39,0.0,False
1168,2025-10-28 13:44:55,2025-10-28 13:46:12,Take Profit 3,15.0,1501.39,1501.39,0.0,False
1169,2025-10-28 13:44:55,2025-10-28 13:46:35,Trailing Stop,15.0,2515.58,2515.58,0.0,False
1170,2025-10-28 13:44:55,2025-10-28 13:46:35,Trailing Stop,10.0,2515.58,2515.58,0.0,True
1171,2025-10-28 13:44:55,2025-10-28 13:46:35,Trailing Stop,5.0,2515.58,2515.58,0.0,True
1172,2025-10-28 13:48:48,2025-10-28 13:48:53,Take Profit 1,5.0,777.94,777.94,0.0,True
1173,2025-10-28 13:48:48,2025-10-28 13:48:53,Take Profit 1,15.0,777.94,777.94,0.0,False
1174,2025-10-28 13:48:48,2025-10-28 13:48:53,Take Profit 1,15.0,777.94,777.94,0.0,False
1175,2025-10-28 13:46:44,2025-10-28 13:48:54,Stop Loss,15.0,-9342.83,-9342.83,0.0,False
1176,2025-10-28 13:46:44,2025-10-28 13:48:54,Stop Loss,10.0,-9342.83,-6228.553333333333,3114.2766666666666,True
1177,2025-10-28 13:46:44,2025-10-28 13:48:54,Stop Loss,5.0,-9342.83,-3114.2766666666666,6228.553333333333,True
1178,2025-10-28 13:48:48,2025-10-28 13:48:59,Trailing Stop,5.0,236.73,236.73,0.0,True
1179,2025-10-28 13:48:48,2025-10-28 13:48:59,Trailing Stop,5.0,236.73,236.73,0.0,True
1180,2025-10-28 13:48:48,2025-10-28 13:48:59,Trailing Stop,5.0,236.73,236.73,0.0,True
1181,2025-10-28 13:49:44,2025-10-28 13:50:20,Take Profit 1,5.0,775.74,775.74,0.0,True
1182,2025-10-28 13:49:44,2025-10-28 13:50:20,Take Profit 1,15.0,775.74,775.74,0.0,False
1183,2025-10-28 13:49:44,2025-10-28 13:50:20,Take Profit 1,15.0,775.74,775.74,0.0,False
1184,2025-10-28 13:49:44,2025-10-28 13:50:24,Trailing Stop,15.0,702.64,702.64,0.0,False
1185,2025-10-28 13:49:44,2025-10-28 13:50:24,Trailing Stop,10.0,702.64,702.64,0.0,True
1186,2025-10-28 13:49:44,2025-10-28 13:50:24,Trailing Stop,5.0,702.64,702.64,0.0,True
1187,2025-10-28 13:51:43,2025-10-28 13:53:03,Take Profit 1,5.0,1015.15,1015.15,0.0,True
1188,2025-10-28 13:51:43,2025-10-28 13:53:03,Take Profit 1,15.0,1015.15,1015.15,0.0,False
1189,2025-10-28 13:49:33,2025-10-28 13:53:03,Stop Loss,15.0,-6863.84,-6863.84,0.0,False
1190,2025-10-28 13:51:43,2025-10-28 13:53:03,Take Profit 1,10.0,1015.15,1015.15,0.0,True
1191,2025-10-28 13:49:33,2025-10-28 13:53:03,Stop Loss,15.0,-6863.84,-6863.84,0.0,False
1192,2025-10-28 13:49:33,2025-10-28 13:53:03,Stop Loss,10.0,-6863.84,-4575.893333333333,2287.9466666666667,True
1193,2025-10-28 13:51:43,2025-10-28 13:53:27,Trailing Stop,5.0,664.08,664.08,0.0,True
1194,2025-10-28 13:51:43,2025-10-28 13:53:27,Trailing Stop,5.0,664.08,664.08,0.0,True
1195,2025-10-28 13:51:43,2025-10-28 13:53:27,Trailing Stop,5.0,664.08,664.08,0.0,True
1196,2025-10-28 13:53:42,2025-10-28 13:56:11,Take Profit 1,5.0,1081.99,1081.99,0.0,True
1197,2025-10-28 13:53:42,2025-10-28 13:56:11,Take Profit 1,15.0,1081.99,1081.99,0.0,False
1198,2025-10-28 13:53:42,2025-10-28 13:56:11,Take Profit 1,15.0,1081.99,1081.99,0.0,False
1199,2025-10-28 13:53:42,2025-10-28 13:56:40,Trailing Stop,15.0,2142.85,2142.85,0.0,False
1200,2025-10-28 13:53:42,2025-10-28 13:56:40,Trailing Stop,10.0,2142.85,2142.85,0.0,True
1201,2025-10-28 13:53:42,2025-10-28 13:56:40,Trailing Stop,5.0,2142.85,2142.85,0.0,True
1202,2025-10-28 13:56:42,2025-10-28 13:57:36,Take Profit 1,5.0,764.16,764.16,0.0,True
1203,2025-10-28 13:56:42,2025-10-28 13:57:36,Take Profit 1,15.0,764.16,764.16,0.0,False
1204,2025-10-28 13:56:42,2025-10-28 13:57:36,Take Profit 1,15.0,764.16,764.16,0.0,False
1205,2025-10-28 13:56:42,2025-10-28 13:58:41,Take Profit 2,15.0,985.44,985.44,0.0,False
1206,2025-10-28 13:56:42,2025-10-28 13:58:41,Take Profit 2,15.0,985.44,985.44,0.0,False
1207,2025-10-28 13:56:42,2025-10-28 13:58:41,Take Profit 2,15.0,985.44,985.44,0.0,False
1208,2025-10-28 13:56:42,2025-10-28 13:59:17,Trailing Stop,15.0,2697.75,2697.75,0.0,False
1209,2025-10-28 13:56:42,2025-10-28 13:59:17,Trailing Stop,10.0,2697.75,2697.75,0.0,True
1210,2025-10-28 13:56:42,2025-10-28 13:59:17,Trailing Stop,5.0,2697.75,2697.75,0.0,True
1211,2025-10-28 13:59:31,2025-10-28 14:00:48,Take Profit 1,5.0,950.05,950.05,0.0,True
1212,2025-10-28 13:59:31,2025-10-28 14:00:48,Take Profit 1,15.0,950.05,950.05,0.0,False
1213,2025-10-28 13:59:31,2025-10-28 14:00:48,Take Profit 1,15.0,950.05,950.05,0.0,False
1214,2025-10-28 13:59:31,2025-10-28 14:00:52,Trailing Stop,15.0,728.03,728.03,0.0,False
1215,2025-10-28 13:59:31,2025-10-28 14:00:52,Trailing Stop,10.0,728.03,728.03,0.0,True
1216,2025-10-28 13:59:31,2025-10-28 14:00:52,Trailing Stop,5.0,728.03,728.03,0.0,True
1217,2025-10-28 13:59:49,2025-10-28 14:01:24,Take Profit 1,5.0,1624.8,1624.8,0.0,True
1218,2025-10-28 14:01:03,2025-10-28 14:01:24,Stop Loss,15.0,-5964.68,-5964.68,0.0,False
1219,2025-10-28 14:01:03,2025-10-28 14:01:24,Stop Loss,10.0,-5964.68,-3976.4533333333334,1988.226666666667,True
1220,2025-10-28 13:59:49,2025-10-28 14:01:24,Take Profit 1,5.0,1624.8,1624.8,0.0,True
1221,2025-10-28 13:59:49,2025-10-28 14:01:24,Take Profit 1,15.0,1624.8,1624.8,0.0,False
1222,2025-10-28 14:01:03,2025-10-28 14:01:24,Stop Loss,15.0,-5964.68,-5964.68,0.0,False
1223,2025-10-28 13:59:49,2025-10-28 14:02:27,Take Profit 2,10.0,1892.68,1892.68,0.0,True
1224,2025-10-28 13:59:49,2025-10-28 14:02:27,Take Profit 2,15.0,1892.68,1892.68,0.0,False
1225,2025-10-28 13:59:49,2025-10-28 14:02:27,Take Profit 2,15.0,1892.68,1892.68,0.0,False
1226,2025-10-28 13:59:49,2025-10-28 14:02:36,Trailing Stop,15.0,2029.54,2029.54,0.0,False
1227,2025-10-28 13:59:49,2025-10-28 14:02:36,Trailing Stop,10.0,2029.54,2029.54,0.0,True
1228,2025-10-28 13:59:49,2025-10-28 14:02:36,Trailing Stop,5.0,2029.54,2029.54,0.0,True
1229,2025-10-28 14:03:21,2025-10-28 14:04:07,Take Profit 1,5.0,1207.02,1207.02,0.0,True
1230,2025-10-28 14:03:21,2025-10-28 14:04:07,Take Profit 1,15.0,1207.02,1207.02,0.0,False
1231,2025-10-28 14:03:21,2025-10-28 14:04:07,Take Profit 1,15.0,1207.02,1207.02,0.0,False
1232,2025-10-28 14:03:21,2025-10-28 14:04:55,Take Profit 2,15.0,1883.99,1883.99,0.0,False
1233,2025-10-28 14:03:21,2025-10-28 14:04:55,Take Profit 2,15.0,1883.99,1883.99,0.0,False
1234,2025-10-28 14:03:21,2025-10-28 14:04:55,Take Profit 2,15.0,1883.99,1883.99,0.0,False
1235,2025-10-28 14:03:21,2025-10-28 14:05:01,Take Profit 3,15.0,1582.83,1582.83,0.0,False
1236,2025-10-28 14:03:21,2025-10-28 14:05:01,Take Profit 3,15.0,1582.83,1582.83,0.0,False
1237,2025-10-28 14:03:21,2025-10-28 14:05:01,Take Profit 3,15.0,1582.83,1582.83,0.0,False
1238,2025-10-28 14:03:21,2025-10-28 14:05:03,Trailing Stop,15.0,2521.08,2521.08,0.0,False
1239,2025-10-28 14:03:21,2025-10-28 14:05:03,Trailing Stop,10.0,2521.08,2521.08,0.0,True
1240,2025-10-28 14:03:21,2025-10-28 14:05:03,Trailing Stop,5.0,2521.08,2521.08,0.0,True
1241,2025-10-28 14:05:05,2025-10-28 14:06:56,Take Profit 1,5.0,892.76,892.76,0.0,True
1242,2025-10-28 14:05:05,2025-10-28 14:06:56,Take Profit 1,15.0,892.76,892.76,0.0,False
1243,2025-10-28 14:05:05,2025-10-28 14:06:56,Take Profit 1,15.0,892.76,892.76,0.0,False
1244,2025-10-28 14:05:05,2025-10-28 14:07:01,Trailing Stop,15.0,1632.29,1632.29,0.0,False
1245,2025-10-28 14:05:05,2025-10-28 14:07:01,Trailing Stop,10.0,1632.29,1632.29,0.0,True
1246,2025-10-28 14:05:05,2025-10-28 14:07:01,Trailing Stop,5.0,1632.29,1632.29,0.0,True
1247,2025-10-28 14:07:05,2025-10-28 14:08:22,Stop Loss,5.0,-8026.95,-2675.6499999999996,5351.3,True
1248,2025-10-28 14:07:05,2025-10-28 14:08:22,Stop Loss,5.0,-8026.95,-2675.6499999999996,5351.3,True
1249,2025-10-28 14:07:05,2025-10-28 14:08:22,Stop Loss,5.0,-8026.95,-2675.6499999999996,5351.3,True
1250,2025-10-28 14:11:15,2025-10-28 14:11:24,Take Profit 1,5.0,848.45,848.45,0.0,True
1251,2025-10-28 14:11:15,2025-10-28 14:11:24,Take Profit 1,15.0,848.45,848.45,0.0,False
1252,2025-10-28 14:11:15,2025-10-28 14:11:24,Take Profit 1,15.0,848.45,848.45,0.0,False
1253,2025-10-28 14:11:15,2025-10-28 14:11:58,Trailing Stop,15.0,2139.86,2139.86,0.0,False
1254,2025-10-28 14:11:15,2025-10-28 14:11:58,Trailing Stop,10.0,2139.86,2139.86,0.0,True
1255,2025-10-28 14:11:15,2025-10-28 14:11:58,Trailing Stop,5.0,2139.86,2139.86,0.0,True
1256,2025-10-28 14:05:40,2025-10-28 14:14:04,Take Profit 1,5.0,795.1,795.1,0.0,True
1257,2025-10-28 14:05:40,2025-10-28 14:14:04,Take Profit 1,15.0,795.1,795.1,0.0,False
1258,2025-10-28 14:05:40,2025-10-28 14:14:04,Take Profit 1,15.0,795.1,795.1,0.0,False
1259,2025-10-28 14:05:40,2025-10-28 14:14:13,Trailing Stop,15.0,-148.38,-148.38,0.0,False
1260,2025-10-28 14:05:40,2025-10-28 14:14:13,Trailing Stop,10.0,-148.38,-98.91999999999999,49.46000000000001,True
1261,2025-10-28 14:05:40,2025-10-28 14:14:13,Trailing Stop,5.0,-148.38,-49.459999999999994,98.92,True
1262,2025-10-28 14:14:17,2025-10-28 14:14:36,Take Profit 1,5.0,989.78,989.78,0.0,True
1263,2025-10-28 14:12:16,2025-10-28 14:14:36,Stop Loss,15.0,-9939.81,-9939.81,0.0,False
1264,2025-10-28 14:12:16,2025-10-28 14:14:36,Stop Loss,10.0,-9939.81,-6626.539999999999,3313.2700000000004,True
1265,2025-10-28 14:12:16,2025-10-28 14:14:36,Stop Loss,5.0,-9939.81,-3313.2699999999995,6626.54,True
1266,2025-10-28 14:14:17,2025-10-28 14:14:36,Take Profit 1,5.0,989.78,989.78,0.0,True
1267,2025-10-28 14:14:17,2025-10-28 14:14:36,Take Profit 1,15.0,989.78,989.78,0.0,False
1268,2025-10-28 14:14:17,2025-10-28 14:14:46,Take Profit 2,15.0,903.38,903.38,0.0,False
1269,2025-10-28 14:14:17,2025-10-28 14:14:46,Take Profit 2,15.0,903.38,903.38,0.0,False
1270,2025-10-28 14:14:17,2025-10-28 14:14:46,Take Profit 2,15.0,903.38,903.38,0.0,False
1271,2025-10-28 14:14:17,2025-10-28 14:14:54,Trailing Stop,15.0,1529.64,1529.64,0.0,False
1272,2025-10-28 14:14:17,2025-10-28 14:14:54,Trailing Stop,10.0,1529.64,1529.64,0.0,True
1273,2025-10-28 14:14:17,2025-10-28 14:14:54,Trailing Stop,5.0,1529.64,1529.64,0.0,True
1274,2025-10-28 14:16:18,2025-10-28 14:16:21,Take Profit 1,5.0,1171.63,1171.63,0.0,True
1275,2025-10-28 14:16:18,2025-10-28 14:16:21,Take Profit 1,15.0,1171.63,1171.63,0.0,False
1276,2025-10-28 14:16:18,2025-10-28 14:16:21,Take Profit 1,15.0,1171.63,1171.63,0.0,False
1277,2025-10-28 14:14:59,2025-10-28 14:16:25,Stop Loss,15.0,-6769.59,-6769.59,0.0,False
1278,2025-10-28 14:14:59,2025-10-28 14:16:25,Stop Loss,10.0,-6769.59,-4513.0599999999995,2256.5300000000007,True
1279,2025-10-28 14:14:59,2025-10-28 14:16:25,Stop Loss,5.0,-6769.59,-2256.5299999999997,4513.06,True
1280,2025-10-28 14:16:18,2025-10-28 14:16:32,Take Profit 2,5.0,1966.13,1966.13,0.0,True
1281,2025-10-28 14:16:18,2025-10-28 14:16:32,Take Profit 2,15.0,1966.13,1966.13,0.0,False
1282,2025-10-28 14:16:18,2025-10-28 14:16:32,Take Profit 2,15.0,1966.13,1966.13,0.0,False
1283,2025-10-28 14:16:18,2025-10-28 14:16:52,Trailing Stop,15.0,2094.74,2094.74,0.0,False
1284,2025-10-28 14:16:18,2025-10-28 14:16:52,Trailing Stop,10.0,2094.74,2094.74,0.0,True
1285,2025-10-28 14:16:18,2025-10-28 14:16:52,Trailing Stop,5.0,2094.74,2094.74,0.0,True
1286,2025-10-28 14:17:18,2025-10-28 14:20:16,Take Profit 1,5.0,840.55,840.55,0.0,True
1287,2025-10-28 14:17:18,2025-10-28 14:20:16,Take Profit 1,15.0,840.55,840.55,0.0,False
1288,2025-10-28 14:17:18,2025-10-28 14:20:16,Take Profit 1,15.0,840.55,840.55,0.0,False
1289,2025-10-28 14:17:18,2025-10-28 14:20:22,Trailing Stop,15.0,1707.88,1707.88,0.0,False
1290,2025-10-28 14:17:18,2025-10-28 14:20:22,Trailing Stop,10.0,1707.88,1707.88,0.0,True
1291,2025-10-28 14:17:18,2025-10-28 14:20:22,Trailing Stop,5.0,1707.88,1707.88,0.0,True
1292,2025-10-28 14:22:02,2025-10-28 14:25:29,Take Profit 1,5.0,794.81,794.81,0.0,True
1293,2025-10-28 14:18:25,2025-10-28 14:25:29,Stop Loss,15.0,-6787.99,-6787.99,0.0,False
1294,2025-10-28 14:18:25,2025-10-28 14:25:29,Stop Loss,10.0,-6787.99,-4525.326666666666,2262.663333333334,True
1295,2025-10-28 14:22:02,2025-10-28 14:25:29,Take Profit 1,5.0,794.81,794.81,0.0,True
1296,2025-10-28 14:18:25,2025-10-28 14:25:29,Stop Loss,15.0,-6787.99,-6787.99,0.0,False
1297,2025-10-28 14:22:02,2025-10-28 14:25:29,Take Profit 1,10.0,794.81,794.81,0.0,True
1298,2025-10-28 14:22:02,2025-10-28 14:25:33,Take Profit 2,15.0,1934.08,1934.08,0.0,False
1299,2025-10-28 14:22:02,2025-10-28 14:25:33,Take Profit 2,15.0,1934.08,1934.08,0.0,False
1300,2025-10-28 14:22:02,2025-10-28 14:25:33,Take Profit 2,15.0,1934.08,1934.08,0.0,False
1301,2025-10-28 14:22:02,2025-10-28 14:26:02,Take Profit 3,15.0,1506.7,1506.7,0.0,False
1302,2025-10-28 14:22:02,2025-10-28 14:26:02,Take Profit 3,15.0,1506.7,1506.7,0.0,False
1303,2025-10-28 14:22:02,2025-10-28 14:26:02,Take Profit 3,15.0,1506.7,1506.7,0.0,False
1304,2025-10-28 14:22:02,2025-10-28 14:26:17,Trailing Stop,15.0,3335.69,3335.69,0.0,False
1305,2025-10-28 14:22:02,2025-10-28 14:26:17,Trailing Stop,10.0,3335.69,3335.69,0.0,True
1306,2025-10-28 14:22:02,2025-10-28 14:26:17,Trailing Stop,5.0,3335.69,3335.69,0.0,True
1307,2025-10-28 14:26:41,2025-10-28 14:26:42,Take Profit 1,5.0,814.84,814.84,0.0,True
1308,2025-10-28 14:26:41,2025-10-28 14:26:42,Take Profit 1,15.0,814.84,814.84,0.0,False
1309,2025-10-28 14:26:41,2025-10-28 14:26:42,Take Profit 1,15.0,814.84,814.84,0.0,False
1310,2025-10-28 14:26:41,2025-10-28 14:26:51,Trailing Stop,15.0,-109.2,-109.2,0.0,False
1311,2025-10-28 14:26:41,2025-10-28 14:26:51,Trailing Stop,10.0,-109.2,-72.8,36.400000000000006,True
1312,2025-10-28 14:26:41,2025-10-28 14:26:51,Trailing Stop,5.0,-109.2,-36.4,72.80000000000001,True
1313,2025-10-28 14:28:56,2025-10-28 14:29:57,Take Profit 1,5.0,1162.92,1162.92,0.0,True
1314,2025-10-28 14:28:56,2025-10-28 14:29:57,Take Profit 1,15.0,1162.92,1162.92,0.0,False
1315,2025-10-28 14:28:56,2025-10-28 14:29:57,Take Profit 1,15.0,1162.92,1162.92,0.0,False
1316,2025-10-28 14:26:58,2025-10-28 14:30:00,Stop Loss,15.0,-6977.56,-6977.56,0.0,False
1317,2025-10-28 14:26:58,2025-10-28 14:30:00,Stop Loss,10.0,-6977.56,-4651.706666666667,2325.8533333333335,True
1318,2025-10-28 14:26:58,2025-10-28 14:30:00,Stop Loss,5.0,-6977.56,-2325.8533333333335,4651.706666666667,True
1319,2025-10-28 14:28:56,2025-10-28 14:30:09,Trailing Stop,5.0,120.62,120.62,0.0,True
1320,2025-10-28 14:28:56,2025-10-28 14:30:09,Trailing Stop,5.0,120.62,120.62,0.0,True
1321,2025-10-28 14:28:56,2025-10-28 14:30:09,Trailing Stop,5.0,120.62,120.62,0.0,True
1322,2025-10-28 14:30:18,2025-10-28 14:31:07,Take Profit 1,5.0,1342.09,1342.09,0.0,True
1323,2025-10-28 14:30:18,2025-10-28 14:31:07,Take Profit 1,15.0,1342.09,1342.09,0.0,False
1324,2025-10-28 14:30:18,2025-10-28 14:31:07,Take Profit 1,15.0,1342.09,1342.09,0.0,False
1325,2025-10-28 14:30:18,2025-10-28 14:31:12,Trailing Stop,15.0,681.56,681.56,0.0,False
1326,2025-10-28 14:30:18,2025-10-28 14:31:12,Trailing Stop,10.0,681.56,681.56,0.0,True
1327,2025-10-28 14:30:18,2025-10-28 14:31:12,Trailing Stop,5.0,681.56,681.56,0.0,True
1328,2025-10-28 14:31:18,2025-10-28 14:31:28,Take Profit 1,5.0,785.98,785.98,0.0,True
1329,2025-10-28 14:31:18,2025-10-28 14:31:28,Take Profit 1,15.0,785.98,785.98,0.0,False
1330,2025-10-28 14:31:18,2025-10-28 14:31:28,Take Profit 1,15.0,785.98,785.98,0.0,False
1331,2025-10-28 14:31:18,2025-10-28 14:31:47,Trailing Stop,15.0,-17.02,-17.02,0.0,False
1332,2025-10-28 14:31:18,2025-10-28 14:31:47,Trailing Stop,10.0,-17.02,-11.346666666666666,5.673333333333334,True
1333,2025-10-28 14:31:18,2025-10-28 14:31:47,Trailing Stop,5.0,-17.02,-5.673333333333333,11.346666666666668,True
1334,2025-10-28 14:31:53,2025-10-28 14:36:43,Stop Loss,5.0,-6862.31,-2287.4366666666665,4574.873333333334,True
1335,2025-10-28 14:31:53,2025-10-28 14:36:43,Stop Loss,5.0,-6862.31,-2287.4366666666665,4574.873333333334,True
1336,2025-10-28 14:31:53,2025-10-28 14:36:43,Stop Loss,5.0,-6862.31,-2287.4366666666665,4574.873333333334,True
1337,2025-10-28 14:33:35,2025-10-28 14:37:22,Stop Loss,5.0,-9044.58,-3014.8599999999997,6029.72,True
1338,2025-10-28 14:33:35,2025-10-28 14:37:22,Stop Loss,5.0,-9044.58,-3014.8599999999997,6029.72,True
1339,2025-10-28 14:33:35,2025-10-28 14:37:22,Stop Loss,5.0,-9044.58,-3014.8599999999997,6029.72,True
1340,2025-10-28 14:38:34,2025-10-28 14:40:12,Stop Loss,5.0,-7911.87,-2637.29,5274.58,True
1341,2025-10-28 14:38:34,2025-10-28 14:40:12,Stop Loss,5.0,-7911.87,-2637.29,5274.58,True
1342,2025-10-28 14:38:34,2025-10-28 14:40:12,Stop Loss,5.0,-7911.87,-2637.29,5274.58,True
1343,2025-10-28 14:37:42,2025-10-28 14:40:13,Take Profit 1,5.0,999.76,999.76,0.0,True
1344,2025-10-28 14:37:42,2025-10-28 14:40:13,Take Profit 1,15.0,999.76,999.76,0.0,False
1345,2025-10-28 14:37:42,2025-10-28 14:40:13,Take Profit 1,15.0,999.76,999.76,0.0,False
1346,2025-10-28 14:37:42,2025-10-28 14:41:00,Trailing Stop,15.0,1684.72,1684.72,0.0,False
1347,2025-10-28 14:37:42,2025-10-28 14:41:00,Trailing Stop,10.0,1684.72,1684.72,0.0,True
1348,2025-10-28 14:37:42,2025-10-28 14:41:00,Trailing Stop,5.0,1684.72,1684.72,0.0,True
1349,2025-10-28 14:40:53,2025-10-28 14:41:50,Take Profit 1,5.0,877.22,877.22,0.0,True
1350,2025-10-28 14:40:53,2025-10-28 14:41:50,Take Profit 1,15.0,877.22,877.22,0.0,False
1351,2025-10-28 14:40:53,2025-10-28 14:41:50,Take Profit 1,15.0,877.22,877.22,0.0,False
1352,2025-10-28 14:40:53,2025-10-28 14:42:23,Take Profit 2,15.0,892.07,892.07,0.0,False
1353,2025-10-28 14:40:53,2025-10-28 14:42:23,Take Profit 2,15.0,892.07,892.07,0.0,False
1354,2025-10-28 14:40:53,2025-10-28 14:42:23,Take Profit 2,15.0,892.07,892.07,0.0,False
1355,2025-10-28 14:40:53,2025-10-28 14:42:36,Trailing Stop,15.0,1289.45,1289.45,0.0,False
1356,2025-10-28 14:40:53,2025-10-28 14:42:36,Trailing Stop,10.0,1289.45,1289.45,0.0,True
1357,2025-10-28 14:40:53,2025-10-28 14:42:36,Trailing Stop,5.0,1289.45,1289.45,0.0,True
1358,2025-10-28 14:42:45,2025-10-28 14:45:09,Stop Loss,5.0,-6073.33,-2024.4433333333332,4048.8866666666668,True
1359,2025-10-28 14:42:45,2025-10-28 14:45:09,Stop Loss,5.0,-6073.33,-2024.4433333333332,4048.8866666666668,True
1360,2025-10-28 14:42:45,2025-10-28 14:45:09,Stop Loss,5.0,-6073.33,-2024.4433333333332,4048.8866666666668,True
1361,2025-10-28 14:46:38,2025-10-28 14:47:50,Take Profit 1,5.0,772.22,772.22,0.0,True
1362,2025-10-28 14:46:38,2025-10-28 14:47:50,Take Profit 1,15.0,772.22,772.22,0.0,False
1363,2025-10-28 14:46:38,2025-10-28 14:47:50,Take Profit 1,15.0,772.22,772.22,0.0,False
1364,2025-10-28 14:46:38,2025-10-28 14:48:10,Take Profit 2,15.0,963.24,963.24,0.0,False
1365,2025-10-28 14:46:38,2025-10-28 14:48:10,Take Profit 2,15.0,963.24,963.24,0.0,False
1366,2025-10-28 14:46:38,2025-10-28 14:48:10,Take Profit 2,15.0,963.24,963.24,0.0,False
1367,2025-10-28 14:46:38,2025-10-28 14:48:36,Trailing Stop,15.0,1244.41,1244.41,0.0,False
1368,2025-10-28 14:46:38,2025-10-28 14:48:36,Trailing Stop,10.0,1244.41,1244.41,0.0,True
1369,2025-10-28 14:46:38,2025-10-28 14:48:36,Trailing Stop,5.0,1244.41,1244.41,0.0,True
1370,2025-10-28 14:49:23,2025-10-28 14:49:28,Take Profit 1,5.0,958.48,958.48,0.0,True
1371,2025-10-28 14:49:23,2025-10-28 14:49:28,Take Profit 1,15.0,958.48,958.48,0.0,False
1372,2025-10-28 14:41:28,2025-10-28 14:49:28,Stop Loss,15.0,-6919.2,-6919.2,0.0,False
1373,2025-10-28 14:41:28,2025-10-28 14:49:28,Stop Loss,10.0,-6919.2,-4612.799999999999,2306.4000000000005,True
1374,2025-10-28 14:49:23,2025-10-28 14:49:28,Take Profit 1,5.0,958.48,958.48,0.0,True
1375,2025-10-28 14:41:28,2025-10-28 14:49:28,Stop Loss,15.0,-6919.2,-6919.2,0.0,False
1376,2025-10-28 14:49:23,2025-10-28 14:49:33,Take Profit 2,10.0,936.45,936.45,0.0,True
