trade_num,entry_time,exit_time,exit_reason,applied_sl_pts,actual_pnl,simulated_pnl,savings,regression_active
806,2025-10-28 11:44:31,2025-10-28 11:45:34,Take Profit 1,5.0,2280.63,2280.63,0.0,True
807,2025-10-28 11:44:31,2025-10-28 11:45:34,Take Profit 1,15.0,2280.63,2280.63,0.0,False
808,2025-10-28 11:44:31,2025-10-28 11:45:34,Take Profit 1,15.0,2280.63,2280.63,0.0,False
809,2025-10-28 11:44:31,2025-10-28 11:46:09,Trailing Stop,15.0,1419.17,1419.17,0.0,False
810,2025-10-28 11:44:31,2025-10-28 11:46:09,Trailing Stop,10.0,1419.17,1419.17,0.0,True
811,2025-10-28 11:44:31,2025-10-28 11:46:09,Trailing Stop,5.0,1419.17,1419.17,0.0,True
812,2025-10-28 11:47:17,2025-10-28 11:47:53,Take Profit 1,5.0,1130.96,1130.96,0.0,True
813,2025-10-28 11:47:17,2025-10-28 11:47:53,Take Profit 1,15.0,1130.96,1130.96,0.0,False
814,2025-10-28 11:47:17,2025-10-28 11:47:53,Take Profit 1,15.0,1130.96,1130.96,0.0,False
815,2025-10-28 11:47:17,2025-10-28 11:49:02,Trailing Stop,15.0,1884.93,1884.93,0.0,False
816,2025-10-28 11:47:17,2025-10-28 11:49:02,Trailing Stop,10.0,1884.93,1884.93,0.0,True
817,2025-10-28 11:47:17,2025-10-28 11:49:02,Trailing Stop,5.0,1884.93,1884.93,0.0,True
818,2025-10-28 11:46:51,2025-10-28 11:50:26,Stop Loss,5.0,-18746.59,-6248.863333333333,12497.726666666667,True
819,2025-10-28 11:49:46,2025-10-28 11:50:26,Take Profit 1,5.0,1107.42,1107.42,0.0,True
820,2025-10-28 11:49:46,2025-10-28 11:50:26,Take Profit 1,15.0,1107.42,1107.42,0.0,False
821,2025-10-28 11:49:46,2025-10-28 11:50:26,Take Profit 1,15.0,1107.42,1107.42,0.0,False
822,2025-10-28 11:46:51,2025-10-28 11:50:26,Stop Loss,15.0,-18746.59,-18746.59,0.0,False
823,2025-10-28 11:46:51,2025-10-28 11:50:26,Stop Loss,10.0,-18746.59,-12497.726666666666,6248.863333333335,True
824,2025-10-28 11:49:46,2025-10-28 11:52:01,Trailing Stop,5.0,1470.94,1470.94,0.0,True
825,2025-10-28 11:49:46,2025-10-28 11:52:01,Trailing Stop,5.0,1470.94,1470.94,0.0,True
826,2025-10-28 11:49:46,2025-10-28 11:52:01,Trailing Stop,5.0,1470.94,1470.94,0.0,True
827,2025-10-28 11:52:32,2025-10-28 11:52:57,Take Profit 1,5.0,2576.05,2576.05,0.0,True
828,2025-10-28 11:52:32,2025-10-28 11:52:57,Take Profit 1,15.0,2576.05,2576.05,0.0,False
829,2025-10-28 11:52:32,2025-10-28 11:52:57,Take Profit 1,15.0,2576.05,2576.05,0.0,False
830,2025-10-28 11:52:32,2025-10-28 11:53:37,Trailing Stop,15.0,1932.42,1932.42,0.0,False
831,2025-10-28 11:52:32,2025-10-28 11:53:37,Trailing Stop,10.0,1932.42,1932.42,0.0,True
832,2025-10-28 11:52:32,2025-10-28 11:53:37,Trailing Stop,5.0,1932.42,1932.42,0.0,True
833,2025-10-28 11:52:16,2025-10-28 11:54:12,Stop Loss,5.0,-9221.91,-3073.97,6147.9400000000005,True
834,2025-10-28 11:52:16,2025-10-28 11:54:12,Stop Loss,5.0,-9221.91,-3073.97,6147.9400000000005,True
835,2025-10-28 11:52:16,2025-10-28 11:54:12,Stop Loss,5.0,-9221.91,-3073.97,6147.9400000000005,True
836,2025-10-28 11:53:59,2025-10-28 11:54:21,Take Profit 1,5.0,2439.28,2439.28,0.0,True
837,2025-10-28 11:53:59,2025-10-28 11:54:21,Take Profit 1,15.0,2439.28,2439.28,0.0,False
838,2025-10-28 11:53:59,2025-10-28 11:54:21,Take Profit 1,15.0,2439.28,2439.28,0.0,False
839,2025-10-28 11:53:59,2025-10-28 11:55:19,Take Profit 2,15.0,3574.94,3574.94,0.0,False
840,2025-10-28 11:53:59,2025-10-28 11:55:19,Take Profit 2,15.0,3574.94,3574.94,0.0,False
841,2025-10-28 11:53:59,2025-10-28 11:55:19,Take Profit 2,15.0,3574.94,3574.94,0.0,False
842,2025-10-28 11:53:59,2025-10-28 11:57:51,Trailing Stop,15.0,6059.46,6059.46,0.0,False
843,2025-10-28 11:53:59,2025-10-28 11:57:51,Trailing Stop,10.0,6059.46,6059.46,0.0,True
844,2025-10-28 11:53:59,2025-10-28 11:57:51,Trailing Stop,5.0,6059.46,6059.46,0.0,True
845,2025-10-28 11:58:29,2025-10-28 11:59:51,Take Profit 1,5.0,2888.84,2888.84,0.0,True
846,2025-10-28 11:57:11,2025-10-28 11:59:51,Stop Loss,15.0,-9241.57,-9241.57,0.0,False
847,2025-10-28 11:57:11,2025-10-28 11:59:51,Stop Loss,10.0,-9241.57,-6161.046666666666,3080.5233333333335,True
848,2025-10-28 11:58:29,2025-10-28 11:59:51,Take Profit 1,5.0,2888.84,2888.84,0.0,True
849,2025-10-28 11:58:29,2025-10-28 11:59:51,Take Profit 1,15.0,2888.84,2888.84,0.0,False
850,2025-10-28 11:57:11,2025-10-28 11:59:51,Stop Loss,15.0,-9241.57,-9241.57,0.0,False
851,2025-10-28 11:58:29,2025-10-28 12:00:00,Take Profit 2,10.0,3615.24,3615.24,0.0,True
852,2025-10-28 11:58:29,2025-10-28 12:00:00,Take Profit 2,15.0,3615.24,3615.24,0.0,False
853,2025-10-28 11:58:29,2025-10-28 12:00:00,Take Profit 2,15.0,3615.24,3615.24,0.0,False
854,2025-10-28 11:58:29,2025-10-28 12:00:01,Trailing Stop,15.0,2476.61,2476.61,0.0,False
855,2025-10-28 11:58:29,2025-10-28 12:00:01,Trailing Stop,10.0,2476.61,2476.61,0.0,True
856,2025-10-28 11:58:29,2025-10-28 12:00:01,Trailing Stop,5.0,2476.61,2476.61,0.0,True
857,2025-10-28 12:00:03,2025-10-28 12:03:12,Take Profit 1,5.0,1856.01,1856.01,0.0,True
858,2025-10-28 12:00:03,2025-10-28 12:03:12,Take Profit 1,15.0,1856.01,1856.01,0.0,False
859,2025-10-28 12:00:03,2025-10-28 12:03:12,Take Profit 1,15.0,1856.01,1856.01,0.0,False
860,2025-10-28 12:00:03,2025-10-28 12:03:44,Trailing Stop,15.0,69.16,69.16,0.0,False
861,2025-10-28 12:00:03,2025-10-28 12:03:44,Trailing Stop,10.0,69.16,69.16,0.0,True
862,2025-10-28 12:00:03,2025-10-28 12:03:44,Trailing Stop,5.0,69.16,69.16,0.0,True
863,2025-10-28 12:05:23,2025-10-28 12:06:16,Take Profit 1,5.0,2098.49,2098.49,0.0,True
864,2025-10-28 12:05:23,2025-10-28 12:06:16,Take Profit 1,15.0,2098.49,2098.49,0.0,False
865,2025-10-28 12:05:23,2025-10-28 12:06:16,Take Profit 1,15.0,2098.49,2098.49,0.0,False
866,2025-10-28 12:05:23,2025-10-28 12:06:23,Take Profit 2,15.0,3972.32,3972.32,0.0,False
867,2025-10-28 12:05:23,2025-10-28 12:06:23,Take Profit 2,15.0,3972.32,3972.32,0.0,False
868,2025-10-28 12:05:23,2025-10-28 12:06:23,Take Profit 2,15.0,3972.32,3972.32,0.0,False
869,2025-10-28 12:01:28,2025-10-28 12:06:24,Stop Loss,15.0,-9626.26,-9626.26,0.0,False
870,2025-10-28 12:01:28,2025-10-28 12:06:24,Stop Loss,10.0,-9626.26,-6417.506666666666,3208.753333333334,True
871,2025-10-28 12:01:28,2025-10-28 12:06:24,Stop Loss,5.0,-9626.26,-3208.753333333333,6417.506666666667,True
872,2025-10-28 12:05:23,2025-10-28 12:06:49,Trailing Stop,5.0,4103.46,4103.46,0.0,True
873,2025-10-28 12:05:23,2025-10-28 12:06:49,Trailing Stop,5.0,4103.46,4103.46,0.0,True
874,2025-10-28 12:05:23,2025-10-28 12:06:49,Trailing Stop,5.0,4103.46,4103.46,0.0,True
875,2025-10-28 12:08:44,2025-10-28 12:14:54,Take Profit 1,5.0,1147.92,1147.92,0.0,True
876,2025-10-28 12:08:44,2025-10-28 12:14:54,Take Profit 1,15.0,1147.92,1147.92,0.0,False
877,2025-10-28 12:08:44,2025-10-28 12:14:54,Take Profit 1,15.0,1147.92,1147.92,0.0,False
878,2025-10-28 12:06:59,2025-10-28 12:15:40,Stop Loss,15.0,-16903.63,-16903.63,0.0,False
879,2025-10-28 12:06:59,2025-10-28 12:15:40,Stop Loss,10.0,-16903.63,-11269.086666666666,5634.543333333335,True
880,2025-10-28 12:06:59,2025-10-28 12:15:40,Stop Loss,5.0,-16903.63,-5634.543333333333,11269.086666666668,True
881,2025-10-28 12:08:44,2025-10-28 12:15:59,Trailing Stop,5.0,1182.41,1182.41,0.0,True
882,2025-10-28 12:08:44,2025-10-28 12:15:59,Trailing Stop,5.0,1182.41,1182.41,0.0,True
883,2025-10-28 12:08:44,2025-10-28 12:15:59,Trailing Stop,5.0,1182.41,1182.41,0.0,True
884,2025-10-28 12:16:50,2025-10-28 12:18:03,Take Profit 1,5.0,1192.14,1192.14,0.0,True
885,2025-10-28 12:16:50,2025-10-28 12:18:03,Take Profit 1,15.0,1192.14,1192.14,0.0,False
886,2025-10-28 12:16:50,2025-10-28 12:18:03,Take Profit 1,15.0,1192.14,1192.14,0.0,False
887,2025-10-28 12:16:14,2025-10-28 12:18:16,Stop Loss,15.0,-16081.36,-16081.36,0.0,False
888,2025-10-28 12:16:14,2025-10-28 12:18:16,Stop Loss,10.0,-16081.36,-10720.906666666666,5360.453333333335,True
889,2025-10-28 12:16:14,2025-10-28 12:18:16,Stop Loss,5.0,-16081.36,-5360.453333333333,10720.906666666668,True
890,2025-10-28 12:16:50,2025-10-28 12:19:40,Trailing Stop,5.0,1762.04,1762.04,0.0,True
891,2025-10-28 12:16:50,2025-10-28 12:19:40,Trailing Stop,5.0,1762.04,1762.04,0.0,True
892,2025-10-28 12:16:50,2025-10-28 12:19:40,Trailing Stop,5.0,1762.04,1762.04,0.0,True
893,2025-10-28 12:19:55,2025-10-28 12:24:05,Take Profit 1,5.0,1303.57,1303.57,0.0,True
894,2025-10-28 12:19:55,2025-10-28 12:24:05,Take Profit 1,15.0,1303.57,1303.57,0.0,False
895,2025-10-28 12:19:55,2025-10-28 12:24:05,Take Profit 1,15.0,1303.57,1303.57,0.0,False
896,2025-10-28 12:19:55,2025-10-28 12:24:07,Take Profit 2,15.0,1843.42,1843.42,0.0,False
897,2025-10-28 12:19:55,2025-10-28 12:24:07,Take Profit 2,15.0,1843.42,1843.42,0.0,False
898,2025-10-28 12:19:55,2025-10-28 12:24:07,Take Profit 2,15.0,1843.42,1843.42,0.0,False
899,2025-10-28 12:19:39,2025-10-28 12:24:08,Stop Loss,15.0,-17922.95,-17922.95,0.0,False
900,2025-10-28 12:19:39,2025-10-28 12:24:08,Stop Loss,10.0,-17922.95,-11948.633333333333,5974.3166666666675,True
901,2025-10-28 12:19:39,2025-10-28 12:24:08,Stop Loss,5.0,-17922.95,-5974.316666666667,11948.633333333335,True
902,2025-10-28 12:19:55,2025-10-28 12:25:02,Trailing Stop,5.0,2574.01,2574.01,0.0,True
903,2025-10-28 12:19:55,2025-10-28 12:25:02,Trailing Stop,5.0,2574.01,2574.01,0.0,True
904,2025-10-28 12:19:55,2025-10-28 12:25:02,Trailing Stop,5.0,2574.01,2574.01,0.0,True
905,2025-10-28 12:25:24,2025-10-28 12:25:35,Take Profit 1,5.0,1032.43,1032.43,0.0,True
906,2025-10-28 12:25:24,2025-10-28 12:25:35,Take Profit 1,15.0,1032.43,1032.43,0.0,False
907,2025-10-28 12:25:24,2025-10-28 12:25:35,Take Profit 1,15.0,1032.43,1032.43,0.0,False
908,2025-10-28 12:25:24,2025-10-28 12:25:39,Trailing Stop,15.0,707.27,707.27,0.0,False
909,2025-10-28 12:25:24,2025-10-28 12:25:39,Trailing Stop,10.0,707.27,707.27,0.0,True
910,2025-10-28 12:25:24,2025-10-28 12:25:39,Trailing Stop,5.0,707.27,707.27,0.0,True
911,2025-10-28 12:25:53,2025-10-28 12:29:58,Take Profit 1,5.0,2104.9,2104.9,0.0,True
912,2025-10-28 12:25:53,2025-10-28 12:29:58,Take Profit 1,15.0,2104.9,2104.9,0.0,False
913,2025-10-28 12:25:53,2025-10-28 12:29:58,Take Profit 1,15.0,2104.9,2104.9,0.0,False
914,2025-10-28 12:25:53,2025-10-28 12:30:06,Trailing Stop,15.0,1179.24,1179.24,0.0,False
915,2025-10-28 12:25:53,2025-10-28 12:30:06,Trailing Stop,10.0,1179.24,1179.24,0.0,True
916,2025-10-28 12:25:53,2025-10-28 12:30:06,Trailing Stop,5.0,1179.24,1179.24,0.0,True
917,2025-10-28 12:25:43,2025-10-28 12:31:16,Stop Loss,5.0,-8481.57,-2827.1899999999996,5654.38,True
918,2025-10-28 12:25:43,2025-10-28 12:31:16,Stop Loss,5.0,-8481.57,-2827.1899999999996,5654.38,True
919,2025-10-28 12:25:43,2025-10-28 12:31:16,Stop Loss,5.0,-8481.57,-2827.1899999999996,5654.38,True
920,2025-10-28 12:31:12,2025-10-28 12:31:31,Take Profit 1,5.0,2012.49,2012.49,0.0,True
921,2025-10-28 12:31:12,2025-10-28 12:31:31,Take Profit 1,15.0,2012.49,2012.49,0.0,False
922,2025-10-28 12:31:12,2025-10-28 12:31:31,Take Profit 1,15.0,2012.49,2012.49,0.0,False
923,2025-10-28 12:31:12,2025-10-28 12:31:57,Trailing Stop,15.0,1296.73,1296.73,0.0,False
924,2025-10-28 12:31:12,2025-10-28 12:31:57,Trailing Stop,10.0,1296.73,1296.73,0.0,True
925,2025-10-28 12:31:12,2025-10-28 12:31:57,Trailing Stop,5.0,1296.73,1296.73,0.0,True
926,2025-10-28 12:31:58,2025-10-28 12:32:02,Take Profit 1,5.0,808.45,808.45,0.0,True
927,2025-10-28 12:31:58,2025-10-28 12:32:02,Take Profit 1,15.0,808.45,808.45,0.0,False
928,2025-10-28 12:31:58,2025-10-28 12:32:02,Take Profit 1,15.0,808.45,808.45,0.0,False
929,2025-10-28 12:31:58,2025-10-28 12:33:01,Take Profit 2,15.0,2052.65,2052.65,0.0,False
930,2025-10-28 12:31:58,2025-10-28 12:33:01,Take Profit 2,15.0,2052.65,2052.65,0.0,False
931,2025-10-28 12:31:58,2025-10-28 12:33:01,Take Profit 2,15.0,2052.65,2052.65,0.0,False
932,2025-10-28 12:31:58,2025-10-28 12:34:31,Trailing Stop,15.0,1831.02,1831.02,0.0,False
933,2025-10-28 12:31:58,2025-10-28 12:34:31,Trailing Stop,10.0,1831.02,1831.02,0.0,True
934,2025-10-28 12:31:58,2025-10-28 12:34:31,Trailing Stop,5.0,1831.02,1831.02,0.0,True
935,2025-10-28 12:34:56,2025-10-28 12:36:03,Take Profit 1,5.0,1152.14,1152.14,0.0,True
936,2025-10-28 12:34:56,2025-10-28 12:36:03,Take Profit 1,15.0,1152.14,1152.14,0.0,False
937,2025-10-28 12:34:56,2025-10-28 12:36:03,Take Profit 1,15.0,1152.14,1152.14,0.0,False
938,2025-10-28 12:34:56,2025-10-28 12:36:07,Take Profit 2,15.0,1909.16,1909.16,0.0,False
939,2025-10-28 12:34:56,2025-10-28 12:36:07,Take Profit 2,15.0,1909.16,1909.16,0.0,False
940,2025-10-28 12:34:56,2025-10-28 12:36:07,Take Profit 2,15.0,1909.16,1909.16,0.0,False
941,2025-10-28 12:35:29,2025-10-28 12:36:08,Stop Loss,15.0,-16241.9,-16241.9,0.0,False
942,2025-10-28 12:35:29,2025-10-28 12:36:08,Stop Loss,10.0,-16241.9,-10827.933333333332,5413.966666666667,True
943,2025-10-28 12:35:29,2025-10-28 12:36:08,Stop Loss,5.0,-16241.9,-5413.966666666666,10827.933333333334,True
944,2025-10-28 12:34:56,2025-10-28 12:36:27,Trailing Stop,5.0,2886.22,2886.22,0.0,True
945,2025-10-28 12:34:56,2025-10-28 12:36:27,Trailing Stop,5.0,2886.22,2886.22,0.0,True
946,2025-10-28 12:34:56,2025-10-28 12:36:27,Trailing Stop,5.0,2886.22,2886.22,0.0,True
947,2025-10-28 12:36:35,2025-10-28 12:36:53,Take Profit 1,5.0,850.83,850.83,0.0,True
948,2025-10-28 12:36:35,2025-10-28 12:36:53,Take Profit 1,15.0,850.83,850.83,0.0,False
949,2025-10-28 12:36:35,2025-10-28 12:36:53,Take Profit 1,15.0,850.83,850.83,0.0,False
950,2025-10-28 12:36:35,2025-10-28 12:37:18,Trailing Stop,15.0,-65.28,-65.28,0.0,False
951,2025-10-28 12:36:35,2025-10-28 12:37:18,Trailing Stop,10.0,-65.28,-43.519999999999996,21.760000000000005,True
952,2025-10-28 12:36:35,2025-10-28 12:37:18,Trailing Stop,5.0,-65.28,-21.759999999999998,43.52,True
953,2025-10-28 12:37:45,2025-10-28 12:39:01,Take Profit 1,5.0,1082.86,1082.86,0.0,True
954,2025-10-28 12:37:45,2025-10-28 12:39:01,Take Profit 1,15.0,1082.86,1082.86,0.0,False
955,2025-10-28 12:37:45,2025-10-28 12:39:01,Take Profit 1,15.0,1082.86,1082.86,0.0,False
956,2025-10-28 12:37:45,2025-10-28 12:39:26,Trailing Stop,15.0,1551.12,1551.12,0.0,False
957,2025-10-28 12:37:45,2025-10-28 12:39:26,Trailing Stop,10.0,1551.12,1551.12,0.0,True
958,2025-10-28 12:37:45,2025-10-28 12:39:26,Trailing Stop,5.0,1551.12,1551.12,0.0,True
959,2025-10-28 12:40:23,2025-10-28 12:41:58,Take Profit 1,5.0,767.3,767.3,0.0,True
960,2025-10-28 12:40:23,2025-10-28 12:41:58,Take Profit 1,15.0,767.3,767.3,0.0,False
961,2025-10-28 12:40:23,2025-10-28 12:41:58,Take Profit 1,15.0,767.3,767.3,0.0,False
962,2025-10-28 12:37:27,2025-10-28 12:42:00,Stop Loss,15.0,-17490.73,-17490.73,0.0,False
963,2025-10-28 12:37:27,2025-10-28 12:42:00,Stop Loss,10.0,-17490.73,-11660.486666666666,5830.243333333334,True
964,2025-10-28 12:37:27,2025-10-28 12:42:00,Stop Loss,5.0,-17490.73,-5830.243333333333,11660.486666666668,True
965,2025-10-28 12:40:23,2025-10-28 12:42:01,Take Profit 2,5.0,912.06,912.06,0.0,True
966,2025-10-28 12:40:23,2025-10-28 12:42:01,Take Profit 2,15.0,912.06,912.06,0.0,False
967,2025-10-28 12:40:23,2025-10-28 12:42:01,Take Profit 2,15.0,912.06,912.06,0.0,False
968,2025-10-28 12:40:23,2025-10-28 12:42:07,Trailing Stop,15.0,2477.6,2477.6,0.0,False
969,2025-10-28 12:40:23,2025-10-28 12:42:07,Trailing Stop,10.0,2477.6,2477.6,0.0,True
970,2025-10-28 12:40:23,2025-10-28 12:42:07,Trailing Stop,5.0,2477.6,2477.6,0.0,True
971,2025-10-28 12:42:13,2025-10-28 12:44:12,Take Profit 1,5.0,930.78,930.78,0.0,True
972,2025-10-28 12:42:13,2025-10-28 12:44:12,Take Profit 1,15.0,930.78,930.78,0.0,False
973,2025-10-28 12:42:13,2025-10-28 12:44:12,Take Profit 1,15.0,930.78,930.78,0.0,False
974,2025-10-28 12:42:33,2025-10-28 12:44:28,Stop Loss,15.0,-15855.03,-15855.03,0.0,False
975,2025-10-28 12:42:33,2025-10-28 12:44:28,Stop Loss,10.0,-15855.03,-10570.02,5285.01,True
976,2025-10-28 12:42:33,2025-10-28 12:44:28,Stop Loss,5.0,-15855.03,-5285.01,10570.02,True
977,2025-10-28 12:42:13,2025-10-28 12:45:11,Trailing Stop,5.0,1651.7,1651.7,0.0,True
978,2025-10-28 12:42:13,2025-10-28 12:45:11,Trailing Stop,5.0,1651.7,1651.7,0.0,True
979,2025-10-28 12:42:13,2025-10-28 12:45:11,Trailing Stop,5.0,1651.7,1651.7,0.0,True
980,2025-10-28 12:45:58,2025-10-28 12:46:05,Take Profit 1,5.0,794.99,794.99,0.0,True
981,2025-10-28 12:45:58,2025-10-28 12:46:05,Take Profit 1,15.0,794.99,794.99,0.0,False
982,2025-10-28 12:45:58,2025-10-28 12:46:05,Take Profit 1,15.0,794.99,794.99,0.0,False
983,2025-10-28 12:45:58,2025-10-28 12:46:26,Trailing Stop,15.0,135.92,135.92,0.0,False
984,2025-10-28 12:45:58,2025-10-28 12:46:26,Trailing Stop,10.0,135.92,135.92,0.0,True
985,2025-10-28 12:45:58,2025-10-28 12:46:26,Trailing Stop,5.0,135.92,135.92,0.0,True
986,2025-10-28 12:46:40,2025-10-28 12:46:44,Take Profit 1,5.0,899.43,899.43,0.0,True
987,2025-10-28 12:46:40,2025-10-28 12:46:44,Take Profit 1,15.0,899.43,899.43,0.0,False
988,2025-10-28 12:46:40,2025-10-28 12:46:44,Take Profit 1,15.0,899.43,899.43,0.0,False
989,2025-10-28 12:45:13,2025-10-28 12:47:11,Stop Loss,15.0,-14667.77,-14667.77,0.0,False
990,2025-10-28 12:45:13,2025-10-28 12:47:11,Stop Loss,10.0,-14667.77,-9778.513333333332,4889.256666666668,True
991,2025-10-28 12:45:13,2025-10-28 12:47:11,Stop Loss,5.0,-14667.77,-4889.256666666666,9778.513333333334,True
992,2025-10-28 12:46:40,2025-10-28 12:47:23,Trailing Stop,5.0,779.52,779.52,0.0,True
993,2025-10-28 12:46:40,2025-10-28 12:47:23,Trailing Stop,5.0,779.52,779.52,0.0,True
994,2025-10-28 12:46:40,2025-10-28 12:47:23,Trailing Stop,5.0,779.52,779.52,0.0,True
995,2025-10-28 12:47:40,2025-10-28 12:48:03,Take Profit 1,5.0,1894.37,1894.37,0.0,True
996,2025-10-28 12:47:40,2025-10-28 12:48:03,Take Profit 1,15.0,1894.37,1894.37,0.0,False
997,2025-10-28 12:47:40,2025-10-28 12:48:03,Take Profit 1,15.0,1894.37,1894.37,0.0,False
998,2025-10-28 12:47:48,2025-10-28 12:48:38,Stop Loss,15.0,-7354.72,-7354.72,0.0,False
999,2025-10-28 12:47:48,2025-10-28 12:48:38,Stop Loss,10.0,-7354.72,-4903.1466666666665,2451.5733333333337,True
1000,2025-10-28 12:47:48,2025-10-28 12:48:38,Stop Loss,5.0,-7354.72,-2451.5733333333333,4903.146666666667,True
1001,2025-10-28 12:47:40,2025-10-28 12:49:01,Take Profit 2,5.0,2733.1,2733.1,0.0,True
1002,2025-10-28 12:47:40,2025-10-28 12:49:01,Take Profit 2,15.0,2733.1,2733.1,0.0,False
1003,2025-10-28 12:47:40,2025-10-28 12:49:01,Take Profit 2,15.0,2733.1,2733.1,0.0,False
1004,2025-10-28 12:47:40,2025-10-28 12:49:29,Trailing Stop,15.0,4480.22,4480.22,0.0,False
1005,2025-10-28 12:47:40,2025-10-28 12:49:29,Trailing Stop,10.0,4480.22,4480.22,0.0,True
1006,2025-10-28 12:47:40,2025-10-28 12:49:29,Trailing Stop,5.0,4480.22,4480.22,0.0,True
1007,2025-10-28 12:51:32,2025-10-28 12:51:43,Take Profit 1,5.0,1079.88,1079.88,0.0,True
1008,2025-10-28 12:51:32,2025-10-28 12:51:43,Take Profit 1,15.0,1079.88,1079.88,0.0,False
1009,2025-10-28 12:51:32,2025-10-28 12:51:43,Take Profit 1,15.0,1079.88,1079.88,0.0,False
1010,2025-10-28 12:51:32,2025-10-28 12:52:05,Take Profit 2,15.0,982.16,982.16,0.0,False
1011,2025-10-28 12:51:32,2025-10-28 12:52:05,Take Profit 2,15.0,982.16,982.16,0.0,False
1012,2025-10-28 12:51:32,2025-10-28 12:52:05,Take Profit 2,15.0,982.16,982.16,0.0,False
1013,2025-10-28 12:49:50,2025-10-28 12:52:06,Stop Loss,15.0,-13675.57,-13675.57,0.0,False
1014,2025-10-28 12:49:50,2025-10-28 12:52:06,Stop Loss,10.0,-13675.57,-9117.046666666665,4558.523333333334,True
1015,2025-10-28 12:49:50,2025-10-28 12:52:06,Stop Loss,5.0,-13675.57,-4558.523333333333,9117.046666666667,True
1016,2025-10-28 12:51:32,2025-10-28 12:52:51,Trailing Stop,5.0,1357.2,1357.2,0.0,True
1017,2025-10-28 12:51:32,2025-10-28 12:52:51,Trailing Stop,5.0,1357.2,1357.2,0.0,True
1018,2025-10-28 12:51:32,2025-10-28 12:52:51,Trailing Stop,5.0,1357.2,1357.2,0.0,True
1019,2025-10-28 12:53:39,2025-10-28 13:00:39,Take Profit 1,5.0,1530.35,1530.35,0.0,True
1020,2025-10-28 12:53:39,2025-10-28 13:00:39,Take Profit 1,15.0,1530.35,1530.35,0.0,False
1021,2025-10-28 12:53:39,2025-10-28 13:00:39,Take Profit 1,15.0,1530.35,1530.35,0.0,False
1022,2025-10-28 12:53:39,2025-10-28 13:00:48,Trailing Stop,15.0,-147.24,-147.24,0.0,False
1023,2025-10-28 12:53:39,2025-10-28 13:00:48,Trailing Stop,10.0,-147.24,-98.16,49.08000000000001,True
1024,2025-10-28 12:53:39,2025-10-28 13:00:48,Trailing Stop,5.0,-147.24,-49.08,98.16000000000001,True
1025,2025-10-28 12:53:14,2025-10-28 13:01:12,Take Profit 1,5.0,988.63,988.63,0.0,True
1026,2025-10-28 12:53:14,2025-10-28 13:01:12,Take Profit 1,15.0,988.63,988.63,0.0,False
1027,2025-10-28 12:53:14,2025-10-28 13:01:12,Take Profit 1,15.0,988.63,988.63,0.0,False
1028,2025-10-28 12:53:14,2025-10-28 13:01:22,Trailing Stop,15.0,482.33,482.33,0.0,False
1029,2025-10-28 12:53:14,2025-10-28 13:01:22,Trailing Stop,10.0,482.33,482.33,0.0,True
1030,2025-10-28 12:53:14,2025-10-28 13:01:22,Trailing Stop,5.0,482.33,482.33,0.0,True
1031,2025-10-28 13:04:12,2025-10-28 13:04:31,Take Profit 1,5.0,2476.59,2476.59,0.0,True
1032,2025-10-28 13:04:12,2025-10-28 13:04:31,Take Profit 1,15.0,2476.59,2476.59,0.0,False
1033,2025-10-28 13:04:12,2025-10-28 13:04:31,Take Profit 1,15.0,2476.59,2476.59,0.0,False
1034,2025-10-28 13:01:24,2025-10-28 13:04:33,Stop Loss,15.0,-5736.76,-5736.76,0.0,False
1035,2025-10-28 13:01:24,2025-10-28 13:04:33,Stop Loss,10.0,-5736.76,-3824.5066666666667,1912.2533333333336,True
1036,2025-10-28 13:01:24,2025-10-28 13:04:33,Stop Loss,5.0,-5736.76,-1912.2533333333333,3824.506666666667,True
1037,2025-10-28 13:04:12,2025-10-28 13:04:45,Take Profit 2,5.0,2891.31,2891.31,0.0,True
1038,2025-10-28 13:04:12,2025-10-28 13:04:45,Take Profit 2,15.0,2891.31,2891.31,0.0,False
1039,2025-10-28 13:04:12,2025-10-28 13:04:45,Take Profit 2,15.0,2891.31,2891.31,0.0,False
1040,2025-10-28 13:04:12,2025-10-28 13:05:01,Take Profit 3,15.0,3164.25,3164.25,0.0,False
1041,2025-10-28 13:04:12,2025-10-28 13:05:01,Take Profit 3,15.0,3164.25,3164.25,0.0,False
1042,2025-10-28 13:04:12,2025-10-28 13:05:01,Take Profit 3,15.0,3164.25,3164.25,0.0,False
1043,2025-10-28 13:04:12,2025-10-28 13:05:06,Trailing Stop,15.0,4780.1,4780.1,0.0,False
1044,2025-10-28 13:04:12,2025-10-28 13:05:06,Trailing Stop,10.0,4780.1,4780.1,0.0,True
1045,2025-10-28 13:04:12,2025-10-28 13:05:06,Trailing Stop,5.0,4780.1,4780.1,0.0,True
1046,2025-10-28 13:05:24,2025-10-28 13:06:02,Take Profit 1,5.0,863.13,863.13,0.0,True
1047,2025-10-28 13:05:24,2025-10-28 13:06:02,Take Profit 1,15.0,863.13,863.13,0.0,False
1048,2025-10-28 13:05:24,2025-10-28 13:06:02,Take Profit 1,15.0,863.13,863.13,0.0,False
1049,2025-10-28 13:05:12,2025-10-28 13:07:19,Stop Loss,15.0,-14397.27,-14397.27,0.0,False
